orf_name,coverage_rep1,coverage_rep2
YML111W,0.98,0.98
YML110C,0.98,0.98
YML109W,0.98,0.98
YML108W,0.98,0.98
YML107C,0.98,0.98
YML106W,0.98,0.98
YML105C,0.98,0.98
YML104C,0.98,0.98
YML103C,0.98,0.98
YML102W,0.98,0.98
YML101C,0.98,0.98
YML100W-A,0.98,0.98
YML100W,0.98,0.98
YML099C,0.98,0.98
YML098W,0.98,0.98
YML097C,0.98,0.98
YML096W,0.98,0.98
YML095C,0.98,0.98
YML094W,0.98,0.98
YML093W,0.98,0.98
YML092C,0.98,0.98
YML091C,0.98,0.98
YML088W,0.98,0.98
YML087C,0.98,0.98
YML086C,0.98,0.98
YML085C,0.98,0.98
YML083C,0.98,0.98
YML082W,0.98,0.98
YML081C-A,0.98,0.98
YML081W,0.98,0.98
YML080W,0.98,0.98
YML079W,0.98,0.98
YML078W,0.98,0.98
YML077W,0.98,0.98
YML076C,0.98,0.98
YML075C,0.98,0.98
YML074C,0.98,0.98
YML073C,0.98,0.98
YML072C,0.98,0.98
YML071C,0.98,0.98
YML070W,0.98,0.98
YML069W,0.98,0.98
YML068W,0.98,0.98
YML067C,0.98,0.98
YML066C,0.98,0.98
YML065W,0.98,0.98
YML064C,0.98,0.98
YML063W,0.98,0.98
YML062C,0.98,0.98
YML061C,0.98,0.98
YML060W,0.98,0.98
YML059C,0.98,0.98
YML058W-A,0.98,0.98
YML058W,0.98,0.98
YML057W,0.98,0.98
YML056C,0.98,0.98
YML055W,0.98,0.98
YML054C,0.98,0.98
YML054C-A,0.98,0.98
YML053C,0.98,0.98
YML052W,0.98,0.98
YML051W,0.98,0.98
YML050W,0.98,0.98
YML049C,0.98,0.98
YML048W,0.98,0.98
YML047C,0.98,0.98
YML046W,0.98,0.98
YML043C,0.98,0.98
YML042W,0.98,0.98
YML041C,0.98,0.98
YML038C,0.98,0.98
YML037C,0.98,0.98
YML036W,0.98,0.98
YML035C,0.98,0.98
YML034W,0.98,0.98
YML032C,0.98,0.98
YML031W,0.98,0.98
YML030W,0.98,0.98
YML029W,0.98,0.98
YML028W,0.98,0.98
YML027W,0.98,0.98
YML026C,0.98,0.98
YML025C,0.98,0.98
YML024W,0.98,0.98
YML023C,0.98,0.98
YML022W,0.98,0.98
YML021C,0.98,0.98
YML020W,0.98,0.98
YML019W,0.98,0.98
YML018C,0.98,0.98
YML017W,0.98,0.98
YML016C,0.98,0.98
YML015C,0.98,0.98
YML014W,0.98,0.98
YML013W,0.98,0.98
YML012W,0.98,0.98
YML011C,0.98,0.98
YML010W,0.98,0.98
YML009C,0.98,0.98
YML008C,0.98,0.98
YML007C-A,0.98,0.98
YML007W,0.98,0.98
YML006C,0.98,0.98
YML005W,0.98,0.98
YML004C,0.98,0.98
YML003W,0.98,0.98
YML002W,0.98,0.98
YML001W,0.98,0.98
YMR001C,0.98,0.98
YMR001C-A,0.98,0.98
YMR002W,0.98,0.98
YMR003W,0.98,0.98
YMR004W,0.98,0.98
YMR005W,0.98,0.98
YMR006C,0.98,0.98
YMR008C,0.98,0.98
YMR009W,0.98,0.98
YMR010W,0.98,0.98
YMR011W,0.98,0.98
YMR012W,0.98,0.98
YMR013C,0.98,0.98
YMR014W,0.98,0.98
YMR015C,0.98,0.98
YMR016C,0.98,0.98
YMR017W,0.98,0.98
YMR018W,0.98,0.98
YMR019W,0.98,0.98
YMR020W,0.98,0.98
YMR021C,0.98,0.98
YMR022W,0.98,0.98
YMR023C,0.98,0.98
YMR024W,0.98,0.98
YMR025W,0.98,0.98
YMR026C,0.98,0.98
YMR027W,0.98,0.98
YMR028W,0.98,0.98
YMR029C,0.98,0.98
YMR030W,0.98,0.98
YMR031C,0.98,0.98
YMR032W,0.98,0.98
YMR030W-A,0.98,0.98
YMR033W,0.98,0.98
YMR034C,0.98,0.98
YMR035W,0.98,0.98
YMR036C,0.98,0.98
YMR037C,0.98,0.98
YMR038C,0.98,0.98
YMR039C,0.98,0.98
YMR040W,0.98,0.98
YMR041C,0.98,0.98
YMR042W,0.98,0.98
YMR043W,0.98,0.98
YMR044W,0.98,0.98
YMR047C,0.98,0.98
YMR048W,0.98,0.98
YMR049C,0.98,0.98
YMR052W,0.98,0.98
YMR053C,0.98,0.98
YMR054W,0.98,0.98
YMR055C,0.98,0.98
YMR056C,0.98,0.98
YMR058W,0.98,0.98
YMR059W,0.98,0.98
YMR060C,0.98,0.98
YMR061W,0.98,0.98
YMR062C,0.98,0.98
YMR063W,0.98,0.98
YMR064W,0.98,0.98
YMR065W,0.98,0.98
YMR066W,0.98,0.98
YMR067C,0.98,0.98
YMR068W,0.98,0.98
YMR069W,0.98,0.98
YMR070W,0.98,0.98
YMR071C,0.98,0.98
YMR072W,0.98,0.98
YMR073C,0.98,0.98
YMR074C,0.98,0.98
YMR075W,0.98,0.98
YMR076C,0.98,0.98
YMR077C,0.98,0.98
YMR078C,0.98,0.98
YMR079W,0.98,0.98
YMR080C,0.98,0.98
YMR081C,0.98,0.98
YMR083W,0.98,0.98
YMR084W,0.98,0.98
YMR085W,0.98,0.98
YMR086W,0.98,0.98
YMR087W,0.98,0.98
YMR088C,0.98,0.98
YMR089C,0.98,0.98
YMR090W,0.98,0.98
YMR091C,0.98,0.98
YMR092C,0.98,0.98
YMR093W,0.98,0.98
YMR094W,0.98,0.98
YMR095C,0.98,0.98
YMR096W,0.98,0.98
YMR097C,0.98,0.98
YMR098C,0.98,0.98
YMR099C,0.98,0.98
YMR100W,0.98,0.98
YMR101C,0.98,0.98
YMR102C,0.98,0.98
YMR104C,0.98,0.98
YMR105C,0.98,0.98
YMR105W-A,0.98,0.98
YMR106C,0.98,0.98
YMR107W,0.98,0.98
YMR108W,0.98,0.98
YMR109W,0.98,0.98
YMR110C,0.98,0.98
YMR111C,0.98,0.98
YMR112C,0.98,0.98
YMR113W,0.98,0.98
YMR114C,0.98,0.98
YMR115W,0.98,0.98
YMR116C,0.98,0.98
YMR117C,0.98,0.98
YMR118C,0.98,0.98
YMR119W,0.98,0.98
YMR120C,0.98,0.98
YMR121C,0.98,0.98
YMR122W-A,0.98,0.98
YMR123W,0.98,0.98
YMR124W,0.98,0.98
YMR125W,0.98,0.98
YMR126C,0.98,0.98
YMR127C,0.98,0.98
YMR128W,0.98,0.98
YMR129W,0.98,0.98
YMR130W,0.98,0.98
YMR131C,0.98,0.98
YMR132C,0.98,0.98
YMR133W,0.98,0.98
YMR134W,0.98,0.98
YMR135C,0.98,0.98
YMR136W,0.98,0.98
YMR137C,0.98,0.98
YMR138W,0.98,0.98
YMR139W,0.98,0.98
YMR140W,0.98,0.98
YMR142C,0.98,0.98
YMR143W,0.98,0.98
YMR144W,0.98,0.98
YMR145C,0.98,0.98
YMR146C,0.98,0.98
YMR147W,0.98,0.98
YMR148W,0.98,0.98
YMR149W,0.98,0.98
YMR150C,0.98,0.98
YMR152W,0.98,0.98
YMR153W,0.98,0.98
YMR154C,0.98,0.98
YMR155W,0.98,0.98
YMR156C,0.98,0.98
YMR157C,0.98,0.98
YMR158W,0.98,0.98
YMR158C-A,0.98,0.98
YMR159C,0.98,0.98
YMR160W,0.98,0.98
YMR161W,0.98,0.98
YMR162C,0.98,0.98
YMR163C,0.98,0.98
YMR164C,0.98,0.98
YMR165C,0.98,0.98
YMR166C,0.98,0.98
YMR167W,0.98,0.98
YMR168C,0.98,0.98
YMR169C,0.36,0.06
YMR170C,0.5,0.5
YMR171C,0.98,0.98
YMR172W,0.98,0.98
YMR173W,0.98,0.98
YMR174C,0.98,0.98
YMR175W,0.98,0.98
YMR175W-A,0.98,0.98
YMR176W,0.98,0.98
YMR177W,0.98,0.98
YMR178W,0.98,0.98
YMR179W,0.98,0.98
YMR180C,0.98,0.98
YMR181C,0.98,0.98
YMR182C,0.98,0.98
YMR182W-A,0.98,0.98
YMR183C,0.98,0.98
YMR184W,0.98,0.98
YMR185W,0.98,0.98
YMR186W,0.98,0.98
YMR187C,0.98,0.98
YMR188C,0.98,0.98
YMR189W,0.98,0.98
YMR190C,0.98,0.98
YMR191W,0.98,0.98
YMR192W,0.98,0.98
YMR193W,0.98,0.98
YMR194W,0.98,0.98
YMR194C-B,0.98,0.98
YMR195W,0.98,0.98
YMR196W,0.98,0.98
YMR197C,0.98,0.98
YMR198W,0.98,0.98
YMR199W,0.98,0.98
YMR200W,0.98,0.98
YMR201C,0.98,0.98
YMR202W,0.98,0.98
YMR203W,0.98,0.98
YMR204C,0.98,0.98
YMR205C,0.98,0.98
YMR206W,0.98,0.98
YMR207C,0.98,0.98
YMR208W,0.98,0.98
YMR209C,0.98,0.98
YMR210W,0.98,0.98
YMR211W,0.98,0.98
YMR212C,0.98,0.98
YMR213W,0.98,0.98
YMR214W,0.98,0.98
YMR215W,0.98,0.98
YMR216C,0.98,0.98
YMR217W,0.98,0.98
YMR218C,0.98,0.98
YMR219W,0.98,0.98
YMR220W,0.98,0.98
YMR221C,0.98,0.98
YMR222C,0.98,0.98
YMR223W,0.98,0.98
YMR224C,0.98,0.98
YMR225C,0.98,0.98
YMR226C,0.98,0.98
YMR227C,0.98,0.98
YMR228W,0.98,0.98
YMR229C,0.98,0.98
YMR230W,0.98,0.98
YMR230W-A,0.98,0.98
YMR231W,0.98,0.98
YMR232W,0.98,0.98
YMR233W,0.98,0.98
YMR234W,0.98,0.98
YMR235C,0.98,0.98
YMR236W,0.98,0.98
YMR237W,0.98,0.98
YMR238W,0.98,0.98
YMR239C,0.98,0.98
YMR240C,0.98,0.98
YMR241W,0.98,0.98
YMR242C,0.98,0.98
YMR242W-A,0.98,0.98
YMR243C,0.98,0.98
YMR244W,0.98,0.98
YMR244C-A,0.98,0.98
YMR246W,0.98,0.98
YMR247C,0.98,0.98
YMR247W-A,0.98,0.98
YMR250W,0.98,0.98
YMR251W,0.98,0.98
YMR251W-A,0.98,0.98
YMR252C,0.98,0.98
YMR253C,0.98,0.98
YMR255W,0.98,0.98
YMR256C,0.98,0.98
YMR257C,0.98,0.98
YMR258C,0.98,0.98
YMR259C,0.98,0.98
YMR260C,0.98,0.98
YMR261C,0.98,0.98
YMR262W,0.98,0.98
YMR263W,0.98,0.98
YMR264W,0.98,0.98
YMR265C,0.98,0.98
YMR266W,0.98,0.98
YMR267W,0.98,0.98
YMR268C,0.98,0.98
YMR269W,0.98,0.98
YMR270C,0.98,0.98
YMR271C,0.98,0.98
YMR272C,0.98,0.98
YMR272W-B,0.98,0.98
YMR273C,0.98,0.98
YMR274C,0.98,0.98
YMR275C,0.98,0.98
YMR276W,0.98,0.98
YMR277W,0.98,0.98
YMR278W,0.98,0.98
YMR279C,0.98,0.98
YMR280C,0.98,0.98
YMR281W,0.98,0.98
YMR282C,0.98,0.98
YMR283C,0.98,0.98
YMR284W,0.98,0.98
YMR285C,0.98,0.98
YMR286W,0.98,0.98
YMR287C,0.98,0.98
YMR288W,0.98,0.98
YMR289W,0.98,0.98
YMR290C,0.98,0.98
YMR291W,0.98,0.98
YMR292W,0.98,0.98
YMR293C,0.98,0.98
YMR294W,0.98,0.98
YMR295C,0.98,0.98
YMR296C,0.98,0.98
YMR297W,0.98,0.98
YMR298W,0.98,0.98
YMR299C,0.98,0.98
YMR300C,0.98,0.98
YMR301C,0.98,0.98
YMR302C,0.98,0.98
YMR303C,0.98,0.98
YMR304W,0.98,0.98
YMR305C,0.98,0.98
YMR306W,0.98,0.98
YMR307W,0.98,0.98
YMR308C,0.98,0.98
YMR309C,0.98,0.98
YMR310C,0.98,0.98
YMR311C,0.98,0.98
YMR312W,0.98,0.98
YMR313C,0.98,0.98
YMR314W,0.98,0.98
YMR315W,0.98,0.98
YMR315W-A,0.98,0.98
YMR316W,0.98,0.98
YMR317W,0.98,0.98
YMR318C,0.98,0.98
YMR319C,0.98,0.98
YMR321C,0.24,0.14
YMR322C,0.0,0.0
YMR323W,0.08,0.0
YMR325W,0.1,0.16
YNL339C,0.0,0.0
YNL336W,0.38,0.34
YNL335W,0.54,0.4
YNL334C,0.54,0.56
YNL333W,0.64,0.6
YNL332W,0.5,0.46
YNL331C,0.98,0.98
YNL330C,0.98,0.98
YNL329C,0.98,0.98
YNL328C,0.98,0.98
YNL327W,0.98,0.98
YNL326C,0.98,0.98
YNL325C,0.98,0.98
YNL323W,0.98,0.98
YNL322C,0.98,0.98
YNL321W,0.98,0.98
YNL320W,0.98,0.98
YNL318C,0.98,0.98
YNL317W,0.98,0.98
YNL316C,0.98,0.98
YNL315C,0.98,0.98
YNL314W,0.98,0.98
YNL313C,0.98,0.98
YNL312W,0.98,0.98
YNL311C,0.98,0.98
YNL310C,0.98,0.98
YNL309W,0.98,0.98
YNL308C,0.98,0.98
YNL307C,0.98,0.98
YNL306W,0.98,0.98
YNL305C,0.98,0.98
YNL304W,0.98,0.98
YNL302C,0.98,0.98
YNL301C,0.98,0.98
YNL300W,0.98,0.98
YNL299W,0.98,0.98
YNL298W,0.98,0.98
YNL297C,0.98,0.98
YNL295W,0.98,0.98
YNL294C,0.98,0.98
YNL293W,0.98,0.98
YNL292W,0.98,0.98
YNL291C,0.98,0.98
YNL290W,0.98,0.98
YNL289W,0.98,0.98
YNL288W,0.98,0.98
YNL287W,0.98,0.98
YNL286W,0.98,0.98
YNL284C,0.98,0.98
YNL283C,0.98,0.98
YNL282W,0.98,0.98
YNL281W,0.98,0.98
YNL280C,0.98,0.98
YNL279W,0.98,0.98
YNL278W,0.98,0.98
YNL277W-A,0.98,0.98
YNL277W,0.98,0.98
YNL275W,0.98,0.98
YNL274C,0.98,0.98
YNL273W,0.98,0.98
YNL272C,0.98,0.98
YNL271C,0.98,0.98
YNL270C,0.98,0.98
YNL269W,0.98,0.98
YNL268W,0.98,0.98
YNL267W,0.98,0.98
YNL265C,0.98,0.98
YNL264C,0.98,0.98
YNL263C,0.98,0.98
YNL262W,0.98,0.98
YNL261W,0.98,0.98
YNL260C,0.98,0.98
YNL259C,0.98,0.98
YNL258C,0.98,0.98
YNL257C,0.98,0.98
YNL256W,0.98,0.98
YNL255C,0.98,0.98
YNL254C,0.98,0.98
YNL253W,0.98,0.98
YNL252C,0.98,0.98
YNL251C,0.98,0.98
YNL250W,0.98,0.98
YNL249C,0.98,0.98
YNL248C,0.98,0.98
YNL247W,0.98,0.98
YNL246W,0.98,0.98
YNL245C,0.98,0.98
YNL244C,0.98,0.98
YNL243W,0.98,0.98
YNL242W,0.98,0.98
YNL241C,0.98,0.98
YNL240C,0.98,0.98
YNL239W,0.98,0.98
YNL238W,0.98,0.98
YNL237W,0.98,0.98
YNL236W,0.98,0.98
YNL234W,0.98,0.98
YNL233W,0.98,0.98
YNL232W,0.98,0.98
YNL231C,0.98,0.98
YNL230C,0.98,0.98
YNL229C,0.98,0.98
YNL227C,0.98,0.98
YNL225C,0.98,0.98
YNL224C,0.98,0.98
YNL223W,0.98,0.98
YNL222W,0.98,0.98
YNL221C,0.98,0.98
YNL220W,0.98,0.98
YNL219C,0.98,0.98
YNL218W,0.98,0.98
YNL217W,0.98,0.98
YNL216W,0.98,0.98
YNL215W,0.98,0.98
YNL214W,0.98,0.98
YNL213C,0.98,0.98
YNL212W,0.98,0.98
YNL211C,0.98,0.98
YNL210W,0.98,0.98
YNL209W,0.98,0.98
YNL208W,0.98,0.98
YNL207W,0.98,0.98
YNL206C,0.98,0.98
YNL204C,0.98,0.98
YNL202W,0.98,0.98
YNL201C,0.98,0.98
YNL200C,0.98,0.98
YNL199C,0.98,0.98
YNL197C,0.98,0.98
YNL196C,0.98,0.98
YNL195C,0.98,0.98
YNL194C,0.98,0.98
YNL193W,0.98,0.98
YNL192W,0.98,0.98
YNL191W,0.98,0.98
YNL190W,0.98,0.98
YNL189W,0.98,0.98
YNL188W,0.98,0.98
YNL187W,0.98,0.98
YNL186W,0.98,0.98
YNL185C,0.98,0.98
YNL183C,0.98,0.98
YNL182C,0.98,0.98
YNL181W,0.98,0.98
YNL180C,0.98,0.98
YNL178W,0.98,0.98
YNL177C,0.98,0.98
YNL176C,0.98,0.98
YNL175C,0.98,0.98
YNL173C,0.98,0.98
YNL172W,0.98,0.98
YNL169C,0.98,0.98
YNL168C,0.98,0.98
YNL167C,0.98,0.98
YNL166C,0.98,0.98
YNL165W,0.98,0.98
YNL164C,0.98,0.98
YNL163C,0.98,0.98
YNL162W-A,0.98,0.98
YNL162W,0.98,0.98
YNL161W,0.98,0.98
YNL160W,0.98,0.98
YNL159C,0.98,0.98
YNL158W,0.98,0.98
YNL157W,0.98,0.98
YNL156C,0.98,0.98
YNL155W,0.98,0.98
YNL154C,0.98,0.98
YNL153C,0.98,0.98
YNL152W,0.98,0.98
YNL151C,0.98,0.98
YNL149C,0.98,0.98
YNL148C,0.98,0.98
YNL147W,0.98,0.98
YNL146C-A,0.98,0.98
YNL146W,0.98,0.98
YNL145W,0.98,0.98
YNL144C,0.98,0.98
YNL142W,0.98,0.98
YNL141W,0.98,0.98
YNL139C,0.98,0.98
YNL138W-A,0.98,0.98
YNL138W,0.98,0.98
YNL137C,0.98,0.98
YNL136W,0.98,0.98
YNL135C,0.98,0.98
YNL134C,0.98,0.98
YNL133C,0.98,0.98
YNL132W,0.98,0.98
YNL131W,0.98,0.98
YNL130C,0.98,0.98
YNL130C-A,0.98,0.98
YNL129W,0.98,0.98
YNL128W,0.98,0.98
YNL127W,0.98,0.98
YNL126W,0.98,0.98
YNL125C,0.98,0.98
YNL124W,0.98,0.98
YNL123W,0.98,0.98
YNL122C,0.98,0.98
YNL121C,0.98,0.98
YNL119W,0.98,0.98
YNL118C,0.98,0.98
YNL117W,0.98,0.98
YNL116W,0.98,0.98
YNL115C,0.98,0.98
YNL113W,0.98,0.98
YNL112W,0.98,0.98
YNL111C,0.98,0.98
YNL110C,0.98,0.98
YNL108C,0.98,0.98
YNL107W,0.98,0.98
YNL106C,0.98,0.98
YNL104C,0.98,0.98
YNL103W,0.98,0.98
YNL102W,0.98,0.98
YNL101W,0.98,0.98
YNL100W,0.98,0.98
YNL099C,0.98,0.98
YNL098C,0.98,0.98
YNL097C-B,0.98,0.98
YNL097C,0.98,0.98
YNL096C,0.98,0.98
YNL095C,0.98,0.98
YNL094W,0.98,0.98
YNL093W,0.98,0.98
YNL092W,0.98,0.98
YNL091W,0.98,0.98
YNL090W,0.98,0.98
YNL088W,0.98,0.98
YNL087W,0.98,0.98
YNL086W,0.98,0.98
YNL085W,0.98,0.98
YNL084C,0.98,0.98
YNL083W,0.98,0.98
YNL082W,0.98,0.98
YNL081C,0.98,0.98
YNL080C,0.98,0.98
YNL079C,0.98,0.98
YNL078W,0.98,0.98
YNL077W,0.98,0.98
YNL076W,0.98,0.98
YNL075W,0.98,0.98
YNL074C,0.98,0.98
YNL073W,0.98,0.98
YNL072W,0.98,0.98
YNL071W,0.98,0.98
YNL070W,0.98,0.98
YNL069C,0.98,0.98
YNL068C,0.98,0.98
YNL067W-B,0.98,0.98
YNL067W,0.98,0.98
YNL066W,0.98,0.98
YNL065W,0.98,0.98
YNL064C,0.98,0.98
YNL063W,0.98,0.98
YNL062C,0.98,0.98
YNL061W,0.98,0.98
YNL059C,0.98,0.98
YNL058C,0.98,0.98
YNL056W,0.98,0.98
YNL055C,0.98,0.98
YNL054W,0.98,0.98
YNL053W,0.98,0.98
YNL052W,0.98,0.98
YNL051W,0.98,0.98
YNL050C,0.98,0.98
YNL049C,0.98,0.98
YNL048W,0.98,0.98
YNL047C,0.98,0.98
YNL046W,0.98,0.98
YNL045W,0.98,0.98
YNL044W,0.98,0.98
YNL042W-B,0.88,0.86
YNL042W,0.98,0.98
YNL041C,0.98,0.98
YNL040W,0.98,0.98
YNL039W,0.98,0.98
YNL038W,0.98,0.98
YNL037C,0.98,0.98
YNL036W,0.98,0.98
YNL035C,0.98,0.98
YNL034W,0.86,0.82
YNL033W,0.52,0.52
YNL032W,0.98,0.98
YNL031C,0.98,0.98
YNL030W,0.98,0.98
YNL029C,0.98,0.98
YNL027W,0.98,0.98
YNL026W,0.98,0.98
YNL025C,0.98,0.98
YNL024C-A,0.98,0.98
YNL024C,0.98,0.98
YNL023C,0.98,0.98
YNL022C,0.98,0.98
YNL021W,0.98,0.98
YNL020C,0.98,0.98
YNL019C,0.72,0.76
YNL018C,0.82,0.82
YNL016W,0.98,0.98
YNL015W,0.98,0.96
YNL014W,0.98,0.98
YNL012W,0.98,0.98
YNL011C,0.98,0.98
YNL010W,0.98,0.98
YNL009W,0.98,0.98
YNL008C,0.98,0.98
YNL007C,0.98,0.98
YNL006W,0.98,0.98
YNL005C,0.98,0.98
YNL004W,0.98,0.98
YNL003C,0.98,0.98
YNL002C,0.98,0.98
YNL001W,0.98,0.98
YNR001C,0.98,0.98
YNR002C,0.98,0.98
YNR003C,0.98,0.98
YNR004W,0.98,0.98
YNR006W,0.98,0.98
YNR007C,0.98,0.98
YNR008W,0.98,0.98
YNR009W,0.98,0.98
YNR010W,0.98,0.98
YNR011C,0.98,0.98
YNR012W,0.98,0.98
YNR013C,0.98,0.98
YNR014W,0.98,0.98
YNR015W,0.98,0.98
YNR016C,0.98,0.98
YNR017W,0.98,0.98
YNR018W,0.98,0.98
YNR019W,0.98,0.98
YNR020C,0.98,0.98
YNR021W,0.98,0.98
YNR022C,0.98,0.98
YNR023W,0.98,0.98
YNR024W,0.98,0.98
YNR026C,0.98,0.98
YNR027W,0.98,0.98
YNR028W,0.98,0.98
YNR029C,0.98,0.98
YNR030W,0.98,0.98
YNR031C,0.98,0.98
YNR032W,0.98,0.98
YNR032C-A,0.98,0.98
YNR033W,0.98,0.98
YNR034W,0.98,0.98
YNR034W-A,0.98,0.98
YNR035C,0.98,0.98
YNR036C,0.98,0.98
YNR037C,0.98,0.98
YNR038W,0.98,0.98
YNR039C,0.98,0.98
YNR040W,0.98,0.98
YNR041C,0.98,0.98
YNR043W,0.98,0.98
YNR044W,0.98,0.98
YNR045W,0.98,0.98
YNR046W,0.98,0.98
YNR047W,0.98,0.98
YNR048W,0.98,0.98
YNR049C,0.98,0.98
YNR050C,0.98,0.98
YNR051C,0.98,0.98
YNR052C,0.98,0.98
YNR053C,0.98,0.98
YNR054C,0.98,0.98
YNR055C,0.98,0.98
YNR056C,0.98,0.98
YNR057C,0.98,0.98
YNR058W,0.98,0.98
YNR059W,0.98,0.98
YNR060W,0.98,0.98
YNR061C,0.98,0.98
YNR062C,0.98,0.98
YNR063W,0.98,0.98
YNR064C,0.98,0.98
YNR065C,0.98,0.98
YNR066C,0.98,0.98
YNR067C,0.98,0.98
YNR068C,0.98,0.98
YNR069C,0.98,0.98
YNR070W,0.98,0.98
YNR071C,0.04,0.02
YNR072W,0.08,0.0
YNR073C,0.04,0.04
YNR074C,0.14,0.08
YNR075W,0.98,0.98
YNR075C-A,0.84,0.84
YNR076W,0.12,0.12
YOL166W-A,0.98,0.98
YOL165C,0.98,0.98
YOL164W-A,0.98,0.98
YOL164W,0.98,0.98
YOL163W,0.98,0.98
YOL162W,0.98,0.98
YOL161C,0.94,0.9
YOL159C-A,0.98,0.98
YOL159C,0.98,0.98
YOL158C,0.98,0.98
YOL157C,0.9,0.9
YOL156W,0.68,0.6
YOL155W-A,0.68,0.66
YOL155C,0.98,0.98
YOL154W,0.98,0.98
YOL152W,0.98,0.98
YOL151W,0.98,0.98
YOL149W,0.98,0.98
YOL148C,0.98,0.98
YOL147C,0.98,0.98
YOL146W,0.98,0.98
YOL145C,0.98,0.98
YOL144W,0.98,0.98
YOL143C,0.98,0.98
YOL142W,0.98,0.98
YOL141W,0.98,0.98
YOL140W,0.98,0.98
YOL139C,0.98,0.98
YOL138C,0.98,0.98
YOL137W,0.98,0.98
YOL136C,0.98,0.98
YOL135C,0.98,0.98
YOL133W,0.98,0.98
YOL132W,0.98,0.98
YOL131W,0.98,0.98
YOL130W,0.98,0.98
YOL129W,0.98,0.98
YOL128C,0.98,0.98
YOL127W,0.98,0.98
YOL126C,0.98,0.98
YOL125W,0.98,0.98
YOL124C,0.98,0.98
YOL123W,0.98,0.98
YOL122C,0.98,0.98
YOL121C,0.98,0.98
YOL120C,0.98,0.98
YOL119C,0.98,0.98
YOL117W,0.98,0.98
YOL116W,0.98,0.98
YOL115W,0.98,0.98
YOL114C,0.98,0.98
YOL113W,0.98,0.98
YOL112W,0.98,0.98
YOL111C,0.98,0.98
YOL110W,0.98,0.98
YOL109W,0.98,0.98
YOL108C,0.98,0.98
YOL107W,0.98,0.98
YOL105C,0.98,0.98
YOL104C,0.98,0.98
YOL103W,0.98,0.98
YOL102C,0.98,0.98
YOL101C,0.98,0.98
YOL100W,0.98,0.98
YOL098C,0.98,0.98
YOL097W-A,0.98,0.98
YOL097C,0.98,0.98
YOL096C,0.98,0.98
YOL095C,0.98,0.98
YOL094C,0.98,0.98
YOL093W,0.98,0.98
YOL092W,0.98,0.98
YOL091W,0.98,0.98
YOL090W,0.98,0.98
YOL089C,0.98,0.98
YOL088C,0.98,0.98
YOL087C,0.98,0.98
YOL086W-A,0.98,0.98
YOL086C,0.98,0.98
YOL084W,0.98,0.98
YOL083W,0.98,0.98
YOL082W,0.98,0.98
YOL081W,0.98,0.98
YOL080C,0.98,0.98
YOL078W,0.98,0.98
YOL077W-A,0.98,0.98
YOL077C,0.98,0.98
YOL076W,0.98,0.98
YOL075C,0.98,0.98
YOL073C,0.98,0.98
YOL072W,0.98,0.98
YOL071W,0.98,0.98
YOL070C,0.98,0.98
YOL069W,0.98,0.98
YOL068C,0.98,0.98
YOL067C,0.98,0.98
YOL066C,0.98,0.98
YOL065C,0.98,0.98
YOL064C,0.98,0.98
YOL063C,0.98,0.98
YOL062C,0.98,0.98
YOL061W,0.98,0.98
YOL060C,0.98,0.98
YOL059W,0.98,0.98
YOL058W,0.98,0.98
YOL057W,0.98,0.98
YOL056W,0.98,0.98
YOL055C,0.98,0.98
YOL054W,0.98,0.98
YOL053W,0.98,0.98
YOL052C-A,0.98,0.98
YOL052C,0.98,0.98
YOL051W,0.98,0.98
YOL049W,0.98,0.98
YOL048C,0.98,0.98
YOL047C,0.98,0.98
YOL045W,0.98,0.98
YOL044W,0.98,0.98
YOL043C,0.98,0.98
YOL042W,0.98,0.98
YOL041C,0.98,0.98
YOL040C,0.98,0.98
YOL039W,0.98,0.98
YOL038C-A,0.98,0.98
YOL038W,0.98,0.98
YOL036W,0.98,0.98
YOL034W,0.98,0.98
YOL033W,0.98,0.98
YOL032W,0.98,0.98
YOL031C,0.98,0.98
YOL030W,0.98,0.98
YOL029C,0.98,0.98
YOL028C,0.98,0.98
YOL027C,0.98,0.98
YOL026C,0.98,0.98
YOL025W,0.98,0.98
YOL024W,0.98,0.98
YOL023W,0.98,0.98
YOL022C,0.98,0.98
YOL021C,0.98,0.98
YOL020W,0.98,0.98
YOL019W-A,0.98,0.98
YOL019W,0.98,0.98
YOL018C,0.98,0.98
YOL017W,0.98,0.98
YOL016C,0.98,0.98
YOL015W,0.98,0.98
YOL014W,0.98,0.98
YOL013W-A,0.98,0.98
YOL013C,0.98,0.98
YOL012C,0.98,0.98
YOL011W,0.98,0.98
YOL010W,0.98,0.98
YOL009C,0.98,0.98
YOL008W,0.98,0.98
YOL007C,0.98,0.98
YOL006C,0.98,0.98
YOL005C,0.98,0.98
YOL004W,0.98,0.98
YOL003C,0.98,0.98
YOL002C,0.98,0.98
YOL001W,0.98,0.98
YOR001W,0.98,0.98
YOR002W,0.98,0.98
YOR003W,0.98,0.98
YOR004W,0.98,0.98
YOR005C,0.98,0.98
YOR006C,0.98,0.98
YOR007C,0.98,0.98
YOR008C,0.98,0.98
YOR008C-A,0.98,0.98
YOR009W,0.98,0.98
YOR010C,0.98,0.98
YOR011W,0.98,0.98
YOR011W-A,0.98,0.98
YOR012W,0.98,0.98
YOR014W,0.98,0.98
YOR016C,0.98,0.98
