length,0_replicate1,10_replicate1,20_replicate1,30_replicate1,40_replicate1,50_replicate1,60_replicate1,70_replicate1,80_replicate1,90_replicate1,100_replicate1,110_replicate1,120_replicate1,130_replicate1,140_replicate1,150_replicate1,0_replicate2,10_replicate2,20_replicate2,30_replicate2,40_replicate2,50_replicate2,60_replicate2,70_replicate2,80_replicate2,90_replicate2,100_replicate2,110_replicate2,120_replicate2,130_replicate2,140_replicate2
63,1.2852781212218094,1.1455917403753473,1.5333467841302144,0.9840768234926441,1.5191277929494447,1.5484127311629878,0.6168623372135275,0.46966314520651914,1.682691063092838,1.5114274515002442,1.0715192237600748,1.8577482552684756,1.2131944962397825,0.7415172214377159,0.6760572142211153,0.5457418338934715,1.1792961609059525,0.793824358373517,0.8974182308816839,0.8139186122901633,0.577738239660989,0.9083139069699692,0.5238616678468558,0.5909512165828715,0.49691113052752367,0.7301008239684275,0.6597428221807597,0.8541591322679903,0.8618857838762205,0.6887638317414158,0.524664078877914
64,1.2889400410027674,1.1295968556257217,1.5149929200714187,0.9819532526938108,1.5349716771661648,1.5565496951921463,0.6218980701304144,0.4740371054339409,1.654661590685712,1.5230613407299303,1.0766500833657213,1.8577482552684756,1.214550926556482,0.7475049020895917,0.6772372842625262,0.5543506103251096,1.1572343818661088,0.8015770087746314,0.8973538265219483,0.8155035256494574,0.5881368243859735,0.8970369379666746,0.5260681739339447,0.598754307891014,0.5048618482926956,0.7460456125929152,0.6758170552085466,0.8734498016528259,0.8690727966695992,0.6919079374754169,0.5319982037367037
65,1.2990322270839345,1.1392932737065617,1.5434209784853687,0.9876781079640522,1.563405406052252,1.554585446851528,0.6331191389933216,0.4824765544801195,1.6417499658569834,1.5186853298580338,1.0977231857833034,1.8577482552684756,1.2275323799809026,0.7654505336721406,0.6857083127119139,0.5639180589808188,1.1463882319461272,0.8118540526313345,0.904792968109929,0.8258252861901306,0.5936093318868357,0.9001690912638022,0.533641883282419,0.5989603727898175,0.5124369652593888,0.7566181641688066,0.6874504471499159,0.8864892499384464,0.8750903467090322,0.6992004563493338,0.5478106340282853
66,1.2867686771611042,1.114837954509634,1.5248775851839247,0.9948092528968792,1.549311764492736,1.546240728238576,0.6328912991752093,0.4807823840298058,1.617596487980501,1.4875195628966134,1.0927360101624297,1.8577482552684759,1.2102304892587556,0.7638307046174729,0.6885057486763788,0.5627764157009197,1.1442458176127794,0.810735894800261,0.8955102789434801,0.8152163680746284,0.5987933448175435,0.8914514464248318,0.5273791985243468,0.5962179896625499,0.511626298145996,0.7542421382501019,0.6894236600809086,0.8793415096968077,0.8589424671722075,0.7007926314221947,0.5432209914076439
67,1.2880655831553194,1.1187942516754836,1.537976341257425,0.9774211574309752,1.5640856788955053,1.5487275739720285,0.6252647055012301,0.48713620504069005,1.6009903624994526,1.500572260501015,1.1027611535186301,1.8577482552684756,1.2402079117109828,0.7663405828091208,0.6949412807487922,0.5684699462362749,1.1255355686456454,0.8121373082314661,0.9032286344258896,0.8195008131767207,0.6013010662629231,0.8940064802005202,0.5264092264558464,0.5938346539804982,0.5122232586145444,0.7599704080457539,0.6903384870082713,0.8915466948375114,0.8559636512558172,0.6955806198262784,0.5516551654998404
68,1.306051244650546,1.139780182429646,1.5420430409230872,1.002809407379449,1.5744798103679303,1.5648481424963514,0.6442847016291696,0.49226311493658287,1.6138546062759933,1.5054613864514863,1.1156429374350703,1.8577482552684759,1.2506559763857559,0.7896072991294499,0.7079521404745754,0.5887255218993854,1.1477145434211429,0.8256143798327475,0.9107364496785978,0.8229992063381946,0.6117380908372075,0.8988594302297916,0.5353458952414459,0.601709962327818,0.5282230693566381,0.7772526804752975,0.7084574740604557,0.9037867952974339,0.8796289973409929,0.7117189774834253,0.5614121742517879
69,1.29427629678797,1.1347846326192055,1.5500272470146546,0.993922147970557,1.5792041173882674,1.5536211841301928,0.641602035673224,0.4937280782352603,1.6060994472330858,1.4895894689039535,1.1288480930444107,1.8577482552684756,1.2632927779866403,0.7947034203092924,0.7115752616245069,0.5893368264485529,1.1234936169042613,0.8223061114085397,0.9127580150096691,0.8243427087124362,0.6155963828323032,0.9080219527025919,0.5356424096833922,0.5980504653312287,0.5295323355074865,0.7764434289328594,0.7156753495618002,0.9026462799053381,0.8754292546701872,0.7154239919840892,0.568983532847895
70,1.2723312221156717,1.114880165123674,1.521127926428547,0.9901594270295292,1.5708908948144602,1.554813426355442,0.6404078129287117,0.49201819611441094,1.578479278599224,1.486017946260145,1.125750681554287,1.8577482552684756,1.2498351083736698,0.7920913124128101,0.7043782683951337,0.5870429071577946,1.102787881372306,0.817413908766279,0.9070468829450673,0.8257282219782498,0.6158801025971249,0.9042998826033602,0.5388807170648812,0.5970403513490089,0.5270404286375883,0.7828064283360723,0.7114385443466767,0.9057502432811522,0.8692305001521357,0.717054880206101,0.5697078352916592
71,1.2822382525477558,1.1257059041470963,1.5266612466674085,0.9910892454842606,1.5607261330498554,1.561457709136127,0.6506756857110907,0.4985342709698026,1.5709383825646241,1.48626076918247,1.1353697478624012,1.8577482552684756,1.2658242873617196,0.8074351983586209,0.7177999197830736,0.5951116830277974,1.0996698325421426,0.8232364494022916,0.9098463203081695,0.8183825056221316,0.623749809168657,0.9111684322361323,0.5409672412448877,0.6033917203692044,0.5395816623504481,0.7965625598728545,0.7271620590699832,0.9136675656750247,0.8707673290472409,0.7186322413425453,0.5824368642077649
72,1.2687273524456026,1.115528949245344,1.507249224471496,0.981134444274312,1.5499043732110815,1.5556914188645683,0.6494311731065749,0.49908785952442875,1.5321483404222582,1.489304301207283,1.1438211794274542,1.8577482552684754,1.2657624820201832,0.8083410409450903,0.7215296344777161,0.5991450298176794,1.097091574620884,0.8211098026318149,0.9086785017213742,0.8266866320300317,0.6259694221660677,0.905670135615284,0.5479797269496143,0.6068852451608703,0.541477223366833,0.8035204220594827,0.7299798939434996,0.9153430244804757,0.8789515145171958,0.728811046039474,0.5864943004624394
73,1.2838097699009792,1.1247639791752033,1.5195075840227368,1.0014627002226602,1.5985942862339406,1.5829763826644137,0.6691362820328997,0.5156603538709682,1.584322336565157,1.4885930177095343,1.1756960627819046,1.8577482552684756,1.294722524632969,0.8337008948699245,0.7431091805943374,0.6169734445992786,1.107099045413698,0.8379123259488921,0.9298166137332364,0.8411780329405066,0.6514123151623697,0.9320491038103949,0.5607909811499642,0.6210174641554934,0.5638910240994678,0.829310066034099,0.7541369192303227,0.9526670586606071,0.9035162197712657,0.750602835940924,0.609559402442925
74,1.2641629735143578,1.106967231100102,1.4899438836656314,0.9792162380120466,1.5749821975405025,1.5643865564547574,0.6668234063784475,0.515460139721308,1.5367453837857517,1.4829863593929904,1.1490561085990803,1.8577482552684756,1.3035392706605304,0.8422325125344645,0.7433577230299571,0.6191804274227557,1.0995211649707537,0.8385852190091395,0.9232573062099094,0.8407163767980473,0.6486810402517824,0.9088238619278473,0.5655421925554001,0.6251914821374849,0.567737553039725,0.8319944430996229,0.7534760955072087,0.9466096098620652,0.9023314197397667,0.7418494954964455,0.6151301819014235
75,1.2717934558283392,1.116298727634309,1.5251757613918624,0.9929114628581349,1.5892082300047845,1.59572467109844,0.6808960709345203,0.5221321163698198,1.5486214570888017,1.4920528529183577,1.1687691078339344,1.8577482552684754,1.331615558243439,0.8657753426862989,0.7632435001629597,0.6316761274876433,1.113869564961694,0.851413433220911,0.9453805763582539,0.8573230823884698,0.6643364237255897,0.9329924240390661,0.5760599876218537,0.6368875210358707,0.585022370666506,0.8472364772767148,0.7785761433777002,0.9652148583900629,0.9139915809653667,0.7585358944666647,0.6347033293765617
76,1.2771500122063881,1.1086643575784234,1.503130327203309,0.9814037371335147,1.5856525117548683,1.5735546286017783,0.6832851853368754,0.5233266250115984,1.5224782631386888,1.477932333359621,1.1611445772650182,1.8577482552684754,1.3408156765399961,0.8819134958245135,0.7653694833543153,0.6331328266378836,1.1012486139525446,0.8577355205467481,0.9424817597006756,0.8591544378677518,0.6688537516802416,0.9262236437421556,0.5774153461291304,0.6374207746191525,0.5870150053021532,0.8458613317443908,0.7787763344967986,0.9709127028095401,0.916947135753983,0.763252830274097,0.6391822950135508
77,1.2567312639129424,1.0996549570916083,1.5088599278024069,0.9830254586004027,1.5855724027168752,1.5719329765076082,0.6827540291407236,0.5237521476416449,1.5167825527912655,1.4784767947889632,1.1745354597450732,1.8577482552684756,1.3476356741719482,0.8957504468577174,0.7832970868694308,0.6459069618213685,1.1070833323630735,0.8654181852779627,0.9407140225194622,0.8673604974478841,0.6769600341248174,0.9349475821107268,0.586551057635452,0.6486759507701344,0.5954913979656824,0.8642021226158261,0.7965622149630359,0.9750652633561061,0.9205767375900249,0.7673757735722255,0.6425545788663113
78,1.2617469696498715,1.0990604983375287,1.4723713807219325,0.9775996249361881,1.5704759514548772,1.5737366926938283,0.6856847067570305,0.5255024940873835,1.499702113961232,1.4791007523074229,1.1665193369925255,1.8577482552684754,1.3725620791385282,0.9179357485358122,0.7885162945638888,0.6533852581480525,1.1040951029126556,0.8702722066014758,0.9530476299880035,0.8773100912164739,0.6819991463844776,0.9396469765820877,0.5949399215013157,0.6547145297421707,0.6087527782407415,0.8785276483050921,0.8051696564263235,0.98669209515544,0.91796500405343,0.7820717365540939,0.6519580553817456
79,1.2632992632175273,1.0997626914907215,1.5041254169286746,0.9867204621724973,1.5740913185411096,1.5889074007722646,0.6958831524053211,0.5361021035004238,1.5123192171241657,1.4928554013168436,1.1764035152907095,1.8577482552684759,1.4072132858518789,0.930068754654107,0.8063634519068638,0.6648807645414956,1.1340637388072157,0.8911301817484416,0.9633526887076771,0.8905340808621601,0.7028130952519654,0.9454100330358836,0.611249598114079,0.6743180484973789,0.6251244369169973,0.8939998815187311,0.8238977767960717,0.9997040693052242,0.9442517971608012,0.7955110443120068,0.673341382588113
80,1.2259438244853555,1.0801321611856078,1.4729299871040737,0.962717115913984,1.5496906993213293,1.573712991307219,0.6903392871177438,0.5311384262669483,1.4664352247372787,1.454127413075958,1.1715153437262424,1.8577482552684756,1.3957981669004234,0.926568786180932,0.8000193607719647,0.6636047798002059,1.110946866905194,0.8775039867064637,0.9566849141692884,0.8883618170889598,0.6974784900243202,0.9381809403916626,0.6073171541970525,0.6690290702633449,0.623916423031847,0.8925134246924201,0.8244454316681781,0.999550902585075,0.9323161758612771,0.7926877769257648,0.6694392753827206
81,1.2325471337852387,1.0878350299054085,1.4761819051581606,0.9788597709811695,1.5779629913996636,1.5819918691728028,0.7006219540341803,0.5431746776555961,1.4691447478705548,1.471495261941444,1.1734764751137667,1.8577482552684756,1.4110692429145788,0.9360231763537457,0.81200084794225,0.67555838805699,1.1156277902312584,0.8916032273766893,0.97264869077269,0.892130243531095,0.7110488079458542,0.9510251957892792,0.614420925118282,0.6792770580829918,0.6422278729589724,0.9049543157534269,0.8385007616550093,1.0186158386519746,0.9456471655717902,0.8031484986789692,0.6847452214113241
82,1.2470329397873237,1.104797257867995,1.4984859854322885,0.9865731937389048,1.6078809160750653,1.5987678367231593,0.7171298959442016,0.5538294364476208,1.5016693927143299,1.4742557740619078,1.186080779988808,1.8577482552684759,1.4209799227087256,0.9458361260609067,0.8152635630803149,0.6820593939436838,1.1329416414665028,0.8973146861794987,0.9813042083996383,0.9072737085028546,0.7260206879405132,0.9687728808754118,0.626559472666622,0.6868938742199477,0.6561962154133553,0.927182711519599,0.8438546378827972,1.0288411457712128,0.9617327859892604,0.8205409984689862,0.6982694613566354
83,1.2346735455184925,1.0819179829413543,1.4723669867139273,0.9874246753090825,1.582426087584907,1.586458816663966,0.7169134311867994,0.5509228181692871,1.475821198788255,1.488391702125214,1.1822802805992638,1.8577482552684756,1.3940262100240632,0.9353728009223771,0.8102210361134978,0.675146058087504,1.106374104408538,0.8952825926373981,0.9680235781996177,0.8956448650990122,0.7179296944298743,0.9549223211372354,0.6229026550039253,0.6806672470498707,0.6558809401509225,0.9168607972220677,0.8476024171178975,1.0296320530603975,0.9583217655863696,0.815194429460259,0.696899312262187
84,1.2443099973595546,1.099439828582664,1.492146969472652,0.9879823802936679,1.5860963877528023,1.6136835982302082,0.7293716814971781,0.5614650693818201,1.4824789445815398,1.4826595188884146,1.1886352477560012,1.8577482552684756,1.4092268822555,0.9479275849365397,0.8101281925145826,0.6860747445705166,1.1228265550669791,0.8984734139985907,0.9738961258197004,0.8952881816835913,0.727166930605046,0.9670256064135649,0.6286780215770283,0.6893150146767074,0.6617343197552601,0.9325032649095336,0.8592036506084638,1.0359260368478926,0.9571555152211263,0.8105057941810674,0.7045481870583734
85,1.2400328363716813,1.0914003443120284,1.5035371645225535,0.9896226180041321,1.574312207219716,1.6061393093612386,0.7228890321502229,0.5603712405289881,1.4730692957644644,1.4760356337048255,1.189187083288842,1.8577482552684759,1.4135810644526274,0.9370449629324145,0.805391181367488,0.6857719685507784,1.0942710722868305,0.8925065653581558,0.9786278597552782,0.8892710711511466,0.7279486229264275,0.9518055685566803,0.6238295263818588,0.6819816623767829,0.664766634179755,0.9300667727732675,0.8571576793680127,1.0361535167252256,0.9565373149243128,0.8163687888567254,0.7030940303334752
86,1.2156791710918144,1.0639924327049262,1.475617762221066,0.9824499056238024,1.5659318304437997,1.5995412806697729,0.7293642913101447,0.561930351869283,1.4489430666488456,1.4544891946831797,1.183359211583549,1.8577482552684756,1.403135170190012,0.9299967697996163,0.7956358561015408,0.6793619629472499,1.0864515740659408,0.8862544261589745,0.9574508692347065,0.8776621592348938,0.7210685851937568,0.9417487101333447,0.6196608301280044,0.6758489090892505,0.6616331275427365,0.9274187384984965,0.851335207536873,1.0364928387563135,0.9498718685724722,0.8069839042837919,0.7011760184362786
87,1.2263585731601816,1.0905002419687615,1.4967756548571565,1.0040385336483517,1.5948160816881285,1.6254462472790163,0.7468074786948762,0.5742281101433068,1.4644696496756326,1.4777680925003167,1.2035787125982198,1.8577482552684756,1.4163060059182624,0.9297062687657484,0.796655418830507,0.6887151402518421,1.0901997614226422,0.8964756715503586,0.9725557995195737,0.8908240511451609,0.7309412581723022,0.949992189722355,0.6204754625931486,0.6709339347612537,0.6685390327119639,0.9327885767030408,0.8595916837060027,1.0438212862388672,0.9502488711407944,0.8132660527560196,0.7112879724329053
88,1.2350805753247986,1.0914631611830705,1.5021405329321398,1.0052646527132927,1.6002832064030943,1.6155160026265385,0.7495814469498618,0.577768040182364,1.4659406828639725,1.4932256493887361,1.200502079741749,1.8577482552684756,1.400169839355806,0.9180731123355506,0.7804031417742382,0.6881127530954212,1.0854900708599937,0.8984166993793568,0.9692660129379557,0.8814908599314281,0.7316351197783442,0.949385457658638,0.6194748524293212,0.6622895838698195,0.6731484855416389,0.9265847522587601,0.8556881685518981,1.0419039592847448,0.9394816574814006,0.8100043031583344,0.7028319024502444
89,1.218147430336832,1.097342962879955,1.5033492801609079,1.0042767839102384,1.605779163446444,1.6366772806429797,0.7399635609075721,0.5797498007408106,1.468693428252458,1.4775399810384215,1.1945741101918783,1.8577482552684759,1.375712374800246,0.8794687158691317,0.759035714991715,0.6764326483050701,1.0537013488342442,0.8733470422504782,0.9508967396879962,0.8553488231770529,0.7199775167035674,0.9309602390762184,0.6039069333851852,0.6506483617239062,0.6646328479901171,0.9230356099482795,0.8500754710106964,1.0281130657335507,0.9332152794091093,0.7958843476825221,0.6928039555247748
90,1.2240553106130525,1.1038877264345412,1.5104498957627273,1.0233653679785804,1.5997191416960912,1.6365546528152548,0.7515833932360342,0.5865051062720149,1.465907723024794,1.4831265354417138,1.2127147756396561,1.8577482552684756,1.3569775215800193,0.8647488913363112,0.7392831765535874,0.6731204477349457,1.0603170722753033,0.8783027736212752,0.9475006752391503,0.8635484324713929,0.7168816034846887,0.9344426871292957,0.6002062161035765,0.6426684848042616,0.6691017587115026,0.9177970927458996,0.8553563242183527,1.0270080098875938,0.9220781654852018,0.7888324800277915,0.6894023082478122
91,1.2193421304381833,1.11945955961411,1.5171403079925703,1.0449557089757482,1.637454356189632,1.6569556911814696,0.7585619478262271,0.5952622955831899,1.4882568107460015,1.4903761587942062,1.2188546479247107,1.8577482552684756,1.3419974334483284,0.8587646246323908,0.7290873803766907,0.6795432404456778,1.0520420676815192,0.8828099043813797,0.9537896555280151,0.8588382516609339,0.7210948756207052,0.9383960694704326,0.5976519291817621,0.643409595029579,0.6717315007003545,0.9221555483312548,0.8536938797524728,1.0173184368260422,0.9222404468468771,0.7881210706189431,0.6921947039062271
92,1.2155636732003605,1.1179196573111754,1.5208803924539762,1.0300965534647144,1.64044215086249,1.6329331112521106,0.7559540622585323,0.592661118353127,1.473099418534047,1.486984647966617,1.2014916489561522,1.8577482552684754,1.3476239431750305,0.8562622465964786,0.7270674021505162,0.6768184547190742,1.0381710160657247,0.8733700045344569,0.9553626721382139,0.855323430426929,0.720119841334276,0.9246035254245856,0.5989060774516317,0.6405606503819017,0.6709842540507964,0.9225608400183791,0.8569237482777574,1.0216465774195413,0.9178374048558311,0.7828383939500706,0.6935474909491612
93,1.2167479535170482,1.1192116520635498,1.5235029745357362,1.0411012802479274,1.6461900358850958,1.6543944534298012,0.7681066932818849,0.6007477111314561,1.487733964915872,1.503341943399388,1.2178127257156093,1.8577482552684759,1.353499818338594,0.8618764177541379,0.7323638071801734,0.6854421333611773,1.0426463192489437,0.8765761536385025,0.9562838500848775,0.863614714683481,0.7306261576805788,0.9354058554260868,0.6040422683239116,0.6468368070388641,0.6815493730984388,0.9311450381835521,0.8622974915393398,1.0314703848150995,0.9165794959845086,0.7882883201249775,0.6999619649798124
94,1.2067342186326038,1.1041065603732483,1.5098264763644145,1.0451028804622984,1.6314775778743629,1.65838181723902,0.7688798455063004,0.601760789095043,1.4561621873646495,1.4907846885631801,1.2102585355623776,1.8577482552684756,1.3416590631660932,0.8602541581967519,0.7301972012490034,0.6823581246497147,1.038180971761268,0.8740609381498695,0.955675794665739,0.8551224846922515,0.7262111918917035,0.9243017950485238,0.6054442963687117,0.6452387317267747,0.6844047974612767,0.927643260967404,0.8686276717472032,1.0358691965253326,0.9245388258973631,0.7855749573108681,0.7004068407212969
95,1.2199851625579106,1.1127027809966046,1.5228393938898175,1.0479619165261729,1.6510434718137683,1.6643541052446147,0.7826253542174764,0.6110912087913063,1.4828157545845495,1.4973882124538525,1.2290486109398182,1.8577482552684756,1.3622589392059585,0.8713993231040302,0.740082691289662,0.6883974438798948,1.04194274318777,0.88807232560244,0.9605138683679291,0.8599576249409356,0.7340047139157047,0.9302535911343991,0.6104041033635227,0.6515198836350664,0.693425760907762,0.9375725190658756,0.8729770424807195,1.036490477319983,0.924620171711156,0.7969137027167005,0.7092906787288907
96,1.2037626165005257,1.1155001166244871,1.525412671588618,1.0468818704123244,1.6486512281853107,1.6831051333291946,0.7906439088390643,0.616315393516232,1.4668255066123255,1.4948206212011015,1.2263607150953777,1.8577482552684756,1.3594120456626992,0.8758910823193692,0.7411757166276257,0.6912531472747689,1.0379994143208937,0.8819655414460359,0.9498543189105945,0.8587868914329795,0.7286259067950831,0.9316568682109578,0.6068308196193405,0.650003058261771,0.698903204296006,0.9408589146421159,0.8707798799754269,1.035154029148562,0.9206476632354571,0.7981468111476101,0.7092097529575069
97,1.2204242979830553,1.1159368489747021,1.5425396173318493,1.05761158180682,1.6448231345517048,1.6795521707767342,0.7962905145456626,0.6254244613986435,1.4838026476882247,1.5022562043384236,1.2362943395340835,1.8577482552684756,1.365496032534141,0.8859773586945233,0.7414906394688872,0.6954907890337073,1.0445193768882615,0.8870145452863469,0.9568609721564214,0.8603199762731304,0.7375536758753884,0.9275876620075988,0.6126692453238903,0.6517355863907565,0.7113596056029977,0.9573005825982095,0.8760339501702793,1.0403039837354797,0.9204171765102273,0.7963158743854023,0.7176754819723358
98,1.2295488305532232,1.1144839544262528,1.5453399741639062,1.0657366203024348,1.662264887317367,1.6744648609137627,0.7942376473328008,0.6233510530734595,1.4650793660368078,1.4848429847404696,1.2230573368411177,1.8577482552684756,1.3754172261324744,0.8874334155431525,0.7419093766384067,0.6955486081562535,1.042841203685322,0.885637900286616,0.9624298657931368,0.857026984271483,0.7376425636225765,0.9172855520512868,0.6131672208072965,0.6524456305842151,0.7132676191678794,0.9511105943893368,0.8754836045590603,1.042177175898584,0.9197845402390266,0.7989660049161706,0.7212346467660914
99,1.2158577184545742,1.123164751481746,1.5388448780480803,1.0709307750068957,1.6410476560707974,1.6754189268027488,0.7990432451599113,0.6260507767178999,1.4465621244579694,1.498687668115745,1.225997206471309,1.8577482552684756,1.3444584668614339,0.872541637315276,0.7379220387791098,0.6976831772495474,1.035374318227697,0.8843050824465296,0.9504370286052287,0.8527751005595224,0.7362454945179085,0.9200978237436308,0.6104287390280422,0.6500176388542132,0.7164357017326035,0.9518150244971172,0.8707955962123833,1.0345163353796303,0.9134318877289834,0.794657433189316,0.7178471648203361
100,1.2216254501178883,1.135418138423882,1.5457030231655693,1.0854271072990247,1.6555674026261653,1.6872202175784035,0.8035531020905489,0.6341683649727309,1.4620216898760126,1.5046959126750679,1.2467432378954826,1.8577482552684759,1.3585634430651576,0.8769142468335173,0.7379316740191119,0.7008106158493811,1.0373188557774833,0.8927826867189466,0.9673111711996275,0.8553157522257638,0.7403871323077851,0.9209005830993152,0.6162735968206703,0.6533519885180883,0.7258744600208815,0.9553835205143518,0.884521797720018,1.0408163526191974,0.92162868801981,0.8025374722706103,0.7257867671386316
101,1.2303780994946814,1.1446929227239422,1.5682562178610413,1.0918190340252396,1.6875909332525596,1.7002795868860374,0.8101718037255633,0.6429659939619351,1.4752463005464442,1.4962139859491215,1.2446747260447677,1.8577482552684756,1.374253816866943,0.879803941060552,0.7366647358150581,0.7084953580637754,1.0355941856665825,0.894638894012769,0.9662100055337904,0.8565432722687538,0.7410803498833015,0.9220653550015785,0.6145603143067366,0.6504158769100994,0.731700623665418,0.9593897545700786,0.888509995685863,1.0476499650836926,0.9288306491598118,0.8014676678642199,0.7256401879105991
102,1.233312573006937,1.1498077704276992,1.5633587029736133,1.096221690103445,1.6918205315538895,1.7057722077758428,0.8183768647862035,0.6452219894188527,1.4758745540714875,1.4961240492860841,1.2527172349741424,1.8577482552684756,1.3732924210032924,0.8735695573825911,0.7323750034298201,0.7089804096806838,1.037603847233974,0.9030378105616199,0.9717587375540739,0.8590758319866135,0.7447853744116762,0.9222138484573968,0.6142445784511852,0.6516554537736355,0.7300366796366344,0.9665857616535198,0.888019987118995,1.0508502006710934,0.9224470412377984,0.802622007299045,0.7310274750501286
103,1.2689301277133305,1.1654225049241094,1.6094715247662474,1.118597991105863,1.7116153340640927,1.713442031325634,0.83898001281785,0.6627565207087139,1.5055115073631211,1.532018380252181,1.2617927379485616,1.8577482552684756,1.377110806804098,0.876333861518254,0.7324404858258542,0.7139391597286383,1.0673443485016825,0.9157021444335376,0.9889636247911451,0.8662560499244415,0.7543160632613665,0.9395648083233854,0.6221572891332381,0.6597021709432074,0.7435142868256185,0.9744401193763754,0.8997731272289103,1.067121782235867,0.9450847705505445,0.8157922700331582,0.7488043160456348
104,1.2477594125368594,1.152328755479098,1.5872546598772057,1.108678496524441,1.6881927943051749,1.6810728898361242,0.8234893084284429,0.6538628157511045,1.4845065660900294,1.5048719185778823,1.24210029050786,1.8577482552684759,1.3408047681402644,0.8516677293377514,0.7140471185213949,0.7037124477270948,1.0420171752503042,0.8924085291229717,0.9666214525323963,0.849009523088184,0.743796058526859,0.9156696894371903,0.6128533043963389,0.6465176943093409,0.7357823917718269,0.954531808748945,0.8864838333490153,1.0474394059007546,0.924660554814601,0.8060129849501078,0.7344333913910391
105,1.2542505076176684,1.1618013161558634,1.6017452962140237,1.1261713784310976,1.6973723768145705,1.721468581793746,0.8379989775085901,0.663820511148202,1.4902845409498404,1.5072161623203093,1.2537318015398018,1.8577482552684759,1.3421944793245613,0.8483959009435115,0.7150678628710998,0.702005078364372,1.054228228627921,0.9003573618938197,0.9778440050070967,0.858927847203755,0.7425263131231373,0.9138268873533738,0.614553556026196,0.6505101259427873,0.7444577770341616,0.9611036003889983,0.8931949817451881,1.0592213381532305,0.936161997931343,0.8144597272324008,0.7468351730137048
106,1.267132511395737,1.1764674146219085,1.609073576278505,1.1369163176116714,1.70750836357415,1.7079663200579538,0.8458338663158392,0.6729761616336825,1.5046133455623039,1.5181609634800222,1.2592494333925905,1.8577482552684756,1.3425472804153002,0.8493396616415902,0.7084032336693,0.7094048406544108,1.0486248606618165,0.9050906929147798,0.9826447257478318,0.8484257099473141,0.7451493280846173,0.9195472120352002,0.6125823972912529,0.6524505106909279,0.7486804263050099,0.9609057570602876,0.8942001198886294,1.0540454215518968,0.9414013588757002,0.8131742954760388,0.7452633637565182
107,1.2743196996294537,1.1898006070845062,1.650337004278662,1.1543878367030393,1.7324007728916917,1.7294488274154034,0.8587304014618174,0.6843168109908312,1.5180554733642855,1.5384318708390425,1.2610807081241941,1.8577482552684756,1.3559119313590158,0.8629528004856002,0.7238730699062031,0.7193422570716537,1.0691218019341873,0.9170634920901839,0.9905049134428893,0.8565475585501199,0.7603430906313005,0.9318023204331998,0.6305497932889542,0.6595223742349492,0.7661866172807783,0.9786868858149113,0.9084595317955817,1.0795618825805018,0.9530977675835167,0.8274622804267319,0.7585151617886052
108,1.2873497007410812,1.1954359557521945,1.671229967775147,1.1622623117868214,1.739485016748591,1.7422817302849622,0.8670909349574288,0.6907162632463725,1.5224747483421999,1.5444201818347478,1.2751922289641897,1.8577482552684759,1.3602941986729256,0.8628262238007025,0.7266741513745292,0.7176042775174931,1.0738410363423134,0.9282597462649163,1.003772615982294,0.858534373958601,0.7586200473139258,0.9270534961208717,0.62834419684599,0.6576991725767639,0.7679568256780106,0.982856364943192,0.9105086531942387,1.072509178026859,0.9615503987249743,0.8346943351821018,0.7587746962045815
109,1.310868548408956,1.2171311935382614,1.6887645540224139,1.1907091552545694,1.7615067457273597,1.7758716981440523,0.87852272464971,0.7035041129556846,1.5334887483423227,1.548806585935845,1.2845061265607387,1.8577482552684756,1.3652985824123398,0.8684468460316542,0.7260755659340509,0.7216395386876524,1.0838719457926218,0.9416311971983132,1.0085736499745188,0.8656798640607118,0.7628255443812283,0.9370465061382377,0.6391425731662366,0.665282135170511,0.7877495608753818,0.9917283774678252,0.9207850968301624,1.0922762499549796,0.9628511133662782,0.8336423164427991,0.7689883598444042
110,1.3032448688652198,1.212807443125205,1.7023862427195875,1.1737595743001958,1.759492334623667,1.7413639792100883,0.873630648235398,0.704538819886921,1.533245245002692,1.5289936854248611,1.2784486754292907,1.8577482552684756,1.3520783534765737,0.8603152116812443,0.7140039060454983,0.7179374757311647,1.0785255026552232,0.9364958510800674,1.0059343318742577,0.8537465854061421,0.7597043368871085,0.9259883353908636,0.6282809292183554,0.661521412074291,0.7809064202687266,0.9838464715432729,0.9086500158887255,1.0771034274951459,0.9566323803207398,0.8324633387686348,0.7659171497265332
111,1.3100449339996434,1.2259508858772947,1.7050600031298995,1.1925471175711626,1.7703610324323036,1.7406861477291993,0.8800061543449418,0.7048427875557879,1.5240206458767442,1.5287987098894438,1.2729289147447942,1.8577482552684756,1.3466158502259014,0.8512843458576212,0.7076947815140955,0.7123074219582222,1.0794733690019198,0.9344560597050686,1.006130139886984,0.850332342817218,0.7547033921967395,0.9249671912404029,0.6280135472684877,0.6606606887960412,0.7826899941963761,0.9783411567408306,0.9072527451535105,1.0758749518526256,0.9537461332415793,0.826458747694462,0.7679716814289028
